age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,capital_gain__log,capital_gain__bin,age__x__fnlwgt,age__x__education_num,age__div__education_num,age__x__capital_gain,age__div__capital_gain,age__x__capital_loss,age__div__capital_loss,age__x__hours_per_week,age__minus__hours_per_week,age__div__hours_per_week,fnlwgt__x__education_num,fnlwgt__div__education_num,fnlwgt__x__capital_gain,fnlwgt__div__capital_gain,fnlwgt__x__capital_loss,fnlwgt__div__capital_loss,fnlwgt__x__hours_per_week,fnlwgt__div__hours_per_week,education_num__x__capital_gain,education_num__div__capital_gain,income
23,Self-emp-inc,205000,Doctorate,16,Separated,Adm-clerical,Not-in-family,Other,Male,0,0,55,Germany,0.0,0,4715000,368,1.4374999991015625,0,2300000000.0,0,2300000000.0,1265,-32,0.41818181810578514,3280000,12812.499991992187,0,20500000000000.0,0,20500000000000.0,11275000,3727.272726595041,0,1600000000.0,0
29,Self-emp-not-inc,58273,7th-8th,4,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,1902,40,United-States,0.0,0,1689917,116,7.249999981875,0,2900000000.0,55158,0.015247108306965053,1160,-11,0.72499999981875,233092,14568.249963579376,0,5827300000000.0,110835246,30.63774973695774,2330920,1456.8249996357938,0,400000000.0,1
65,Local-gov,107266,7th-8th,4,Separated,Sales,Unmarried,Black,Male,7688,0,30,India,8.94754601503218,0,6972290,260,16.249999959375,499720,0.00845473465139379,0,6500000000.0,1950,35,2.1666666659444442,429064,26816.49993295875,824661008,13.952393340252403,0,10726600000000.0,3217980,3575.5333321414887,30752,0.0005202913631626948,0
42,Without-pay,391267,Masters,14,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,55,Puerto-Rico,0.0,0,16433214,588,2.9999999978571426,0,4200000000.0,0,4200000000.0,2310,-13,0.7636363634975206,5477738,27947.642837180254,0,39126700000000.0,0,39126700000000.0,21519685,7113.945453252009,0,1400000000.0,1
29,Self-emp-inc,136268,Doctorate,16,Divorced,Protective-serv,Unmarried,Other,Male,5178,0,38,El-Salvador,8.552367266423891,0,3951772,464,1.8124999988671875,150162,0.005600617999216685,0,2900000000.0,1102,-9,0.763157894536011,2180288,8516.749994677031,705595704,26.316724604043422,0,13626800000000.0,5178184,3585.9999990563156,82848,0.0030899961374988606,0
55,Without-pay,71597,Assoc-acdm,12,Widowed,Other-service,Other-relative,White,Male,15024,0,50,Cuba,9.617470759403409,1,3937835,660,4.583333329513889,826320,0.0036608093716695546,0,5500000000.0,2750,5,1.09999999978,859164,5966.416661694652,1075673328,4.765508519698638,0,7159700000000.0,3579850,1431.939999713612,180288,0.0007987220447279028,0
23,Without-pay,207263,5th-6th,3,Married-AF-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,7688,0,38,Puerto-Rico,8.94754601503218,0,4767049,69,7.666666641111111,176824,0.002991675338185495,0,2300000000.0,874,-15,0.605263157735457,621789,69087.66643637445,1593437944,26.9592872007974,0,20726300000000.0,7875994,5454.289472248871,23064,0.00039021852237202103,0
35,Local-gov,281649,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Other,Male,99999,0,30,Philippines,11.512925464970229,1,9857715,560,2.1874999986328123,3499965,0.00035000350003496535,0,3500000000.0,1050,5,1.1666666662777778,4506384,17603.062488998086,28164618351,2.81651816518137,0,28164900000000.0,8449470,9388.299996870566,1599984,0.00016000160001598417,0
28,Self-emp-inc,180111,9th,5,Married-AF-spouse,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,55,El-Salvador,0.0,0,5043108,140,5.5999999888000005,0,2800000000.0,0,2800000000.0,1540,-27,0.5090909089983471,900555,36022.199927955604,0,18011100000000.0,0,18011100000000.0,9906105,3274.7454539500463,0,500000000.0,1
29,Federal-gov,250529,Doctorate,16,Married-AF-spouse,Protective-serv,Other-relative,Other,Male,99999,0,40,Japan,11.512925464970229,1,7265341,464,1.8124999988671875,2899971,0.0002900029000289713,0,2900000000.0,1160,-11,0.72499999981875,4008464,15658.06249021371,25052649471,2.505315053150281,0,25052900000000.0,10021160,6263.224998434193,1599984,0.00016000160001598417,0
50,Without-pay,183408,Prof-school,15,Separated,Farming-fishing,Unmarried,White,Female,0,0,40,Puerto-Rico,0.0,0,9170400,750,3.333333331111111,0,5000000000.0,0,5000000000.0,2000,10,1.2499999996875,2751120,12227.199991848533,0,18340800000000.0,0,18340800000000.0,7336320,4585.1999988537,0,1500000000.0,1
54,Self-emp-inc,249295,1st-4th,2,Divorced,Tech-support,Unmarried,Other,Male,0,0,25,Canada,0.0,0,13461930,108,26.999999865000003,0,5400000000.0,0,5400000000.0,1350,29,2.1599999991359997,498590,124647.49937676251,0,24929500000000.0,0,24929500000000.0,6232375,9971.79999601128,0,200000000.0,0
48,Without-pay,121569,Preschool,1,Divorced,Adm-clerical,Not-in-family,White,Female,15024,0,60,Mexico,9.617470759403409,1,5835312,48,47.99999952000001,721152,0.003194888178911611,0,4800000000.0,2880,-12,0.7999999998666667,121569,121568.99878431002,1826452656,8.091653354627201,0,12156900000000.0,7294140,2026.1499996623083,15024,6.65601703939919e-05,1
55,Self-emp-inc,364787,Some-college,10,Widowed,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,0,0,38,Cuba,0.0,0,20063285,550,5.4999999944999995,0,5500000000.0,0,5500000000.0,2090,17,1.4473684206717452,3647870,36478.6999635213,0,36478700000000.0,0,36478700000000.0,13861906,9599.657892210616,0,1000000000.0,1
28,Local-gov,244622,Doctorate,16,Married-AF-spouse,Protective-serv,Unmarried,White,Male,0,2824,40,Puerto-Rico,0.0,0,6849416,448,1.74999999890625,0,2800000000.0,79072,0.00991501416427084,1120,-12,0.6999999998249999,3913952,15288.874990444452,0,24462200000000.0,690812528,86.62252124615219,9784880,6115.549998471112,0,1600000000.0,0
19,Federal-gov,359588,HS-grad,9,Married-spouse-absent,Sales,Other-relative,White,Female,0,0,25,United-States,0.0,0,6832172,171,2.111111108765432,0,1900000000.0,0,1900000000.0,475,-6,0.759999999696,3236292,39954.22217782864,0,35958800000000.0,0,35958800000000.0,8989700,14383.519994246592,0,900000000.0,1
23,Local-gov,203019,Doctorate,16,Divorced,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,0,0,60,Japan,0.0,0,4669437,368,1.4374999991015625,0,2300000000.0,0,2300000000.0,1380,-37,0.38333333326944447,3248304,12688.68749206957,0,20301900000000.0,0,20301900000000.0,12181140,3383.6499994360584,0,1600000000.0,0
33,Local-gov,137969,Prof-school,15,Divorced,Transport-moving,Not-in-family,Black,Female,0,0,40,Puerto-Rico,0.0,0,4552977,495,2.1999999985333334,0,3300000000.0,0,3300000000.0,1320,-7,0.8249999997937499,2069535,9197.933327201377,0,13796900000000.0,0,13796900000000.0,5518760,3449.224999137694,0,1500000000.0,1
38,Local-gov,385436,Prof-school,15,Married-spouse-absent,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,45,El-Salvador,0.0,0,14646568,570,2.533333331644444,0,3800000000.0,0,3800000000.0,1710,-7,0.8444444442567901,5781540,25695.733316202844,0,38543600000000.0,0,38543600000000.0,17344620,8565.244442541056,0,1500000000.0,1
44,Without-pay,81018,Assoc-acdm,12,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,55,Canada,0.0,0,3564792,528,3.6666666636111107,0,4400000000.0,0,4400000000.0,2420,-11,0.7999999998545454,972216,6751.499994373749,0,8101800000000.0,0,8101800000000.0,4455990,1473.0545451867174,0,1200000000.0,0
18,Federal-gov,54052,Some-college,10,Divorced,Sales,Unmarried,Other,Female,0,0,25,Jamaica,0.0,0,972936,180,1.7999999982,0,1800000000.0,0,1800000000.0,450,-7,0.719999999712,540520,5405.199994594799,0,5405200000000.0,0,5405200000000.0,1351300,2162.079999135168,0,1000000000.0,0
55,Self-emp-not-inc,105917,1st-4th,2,Never-married,Priv-house-serv,Unmarried,Other,Female,0,0,40,Germany,0.0,0,5825435,110,27.4999998625,0,5500000000.0,0,5500000000.0,2200,15,1.37499999965625,211834,52958.4997352075,0,10591700000000.0,0,10591700000000.0,4236680,2647.9249993380186,0,200000000.0,0
38,Federal-gov,311740,Some-college,10,Separated,Craft-repair,Other-relative,Other,Female,0,0,55,Jamaica,0.0,0,11846120,380,3.7999999961999995,0,3800000000.0,0,3800000000.0,2090,-17,0.6909090907834711,3117400,31173.999968825996,0,31174000000000.0,0,31174000000000.0,17145700,5667.999998969454,0,1000000000.0,1
57,Private,110517,12th,8,Married-AF-spouse,Transport-moving,Unmarried,Black,Male,0,0,38,Jamaica,0.0,0,6299469,456,7.124999991093749,0,5700000000.0,0,5700000000.0,2166,19,1.499999999605263,884136,13814.624982731717,0,11051700000000.0,0,11051700000000.0,4199646,2908.3421044978045,0,800000000.0,0
64,Private,176980,9th,5,Married-civ-spouse,Other-service,Wife,Black,Female,15024,0,30,Puerto-Rico,9.617470759403409,1,11326720,320,12.7999999744,961536,0.0042598509052154815,0,6400000000.0,1920,34,2.133333332622222,884900,35395.999929208,2658947520,11.779818956328686,0,17698000000000.0,5309400,5899.333331366889,75120,0.0003328008519699595,0
65,Self-emp-not-inc,179647,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Male,99999,0,20,Germany,11.512925464970229,1,11677055,845,4.9999999961538455,6499935,0.0006500065000649357,0,6500000000.0,1300,45,3.249999998375,2335411,13818.999989369999,17964520353,1.7964879648794692,0,17964700000000.0,3592940,8982.349995508825,1299987,0.00013000130001298714,1
38,Federal-gov,317583,Assoc-acdm,12,Married-AF-spouse,Craft-repair,Other-relative,White,Female,14084,0,25,China,9.552865680310473,0,12068154,456,3.1666666640277774,535192,0.002698097131494818,0,3800000000.0,950,13,1.519999999392,3810996,26465.249977945623,4472838972,22.549204771355758,0,31758300000000.0,7939575,12703.319994918671,169008,0.0008520306731036267,0
34,Without-pay,182262,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,40,China,0.0,0,6196908,340,3.3999999965999996,0,3400000000.0,0,3400000000.0,1360,-6,0.8499999997875,1822620,18226.1999817738,0,18226200000000.0,0,18226200000000.0,7290480,4556.549998860863,0,1000000000.0,0
41,Local-gov,239213,Assoc-acdm,12,Widowed,Craft-repair,Not-in-family,Black,Male,0,0,20,South,0.0,0,9807733,492,3.416666663819444,0,4100000000.0,0,4100000000.0,820,21,2.0499999989749997,2870556,19934.416650054653,0,23921300000000.0,0,23921300000000.0,4784260,11960.649994019674,0,1200000000.0,0
22,Self-emp-inc,174782,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,Other,Male,0,0,45,India,0.0,0,3845204,286,1.6923076910059172,0,2200000000.0,0,2200000000.0,990,-23,0.4888888887802469,2272166,13444.769220427099,0,17478200000000.0,0,17478200000000.0,7865190,3884.0444435813233,0,1300000000.0,1
56,Without-pay,203709,1st-4th,2,Never-married,Priv-house-serv,Not-in-family,Black,Male,0,0,45,England,0.0,0,11407704,112,27.999999860000003,0,5600000000.0,0,5600000000.0,2520,11,1.2444444441679012,407418,101854.49949072751,0,20370900000000.0,0,20370900000000.0,9166905,4526.8666656606965,0,200000000.0,0
48,Federal-gov,267905,12th,8,Divorced,Exec-managerial,Other-relative,Other,Female,0,0,40,India,0.0,0,12859440,384,5.999999992499999,0,4800000000.0,0,4800000000.0,1920,8,1.1999999997,2143240,33488.12495813984,0,26790500000000.0,0,26790500000000.0,10716200,6697.624998325594,0,800000000.0,0
38,Private,262353,11th,7,Widowed,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,0,0,25,Jamaica,0.0,0,9969414,266,5.4285714208163265,0,3800000000.0,0,3800000000.0,950,13,1.519999999392,1836471,37478.99994645857,0,26235300000000.0,0,26235300000000.0,6558825,10494.119995802352,0,700000000.0,0
65,State-gov,173138,Preschool,1,Divorced,Exec-managerial,Other-relative,Amer-Indian-Eskimo,Male,15024,0,25,India,9.617470759403409,1,11253970,65,64.99999935000001,976560,0.004326411075609474,0,6500000000.0,1625,40,2.59999999896,173138,173137.99826862002,2601225312,11.52409478167497,0,17313800000000.0,4328450,6925.519997229791,15024,6.65601703939919e-05,0
54,Local-gov,90310,10th,6,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,0.0,0,4876740,324,8.999999985,0,5400000000.0,0,5400000000.0,2160,14,1.3499999996625,541860,15051.666641580556,0,9031000000000.0,0,9031000000000.0,3612400,2257.7499994355626,0,600000000.0,0
30,Without-pay,282328,Assoc-voc,11,Widowed,Other-service,Unmarried,Black,Female,0,0,25,Cuba,0.0,0,8469840,330,2.727272724793388,0,3000000000.0,0,3000000000.0,750,5,1.19999999952,3105608,25666.181794848922,0,28232800000000.0,0,28232800000000.0,7058200,11293.119995482752,0,1100000000.0,0
41,Self-emp-inc,298821,Bachelors,13,Never-married,Handlers-cleaners,Other-relative,Black,Male,99999,0,50,Germany,11.512925464970229,1,12251661,533,3.153846151420118,4099959,0.0004100041000409594,0,4100000000.0,2050,-9,0.819999999836,3884673,22986.23075154905,29881801179,2.9882398823985254,0,29882100000000.0,14941050,5976.419998804716,1299987,0.00013000130001298714,1
51,Private,296486,11th,7,Never-married,Adm-clerical,Other-relative,Other,Male,7688,0,40,South,8.94754601503218,0,15120786,357,7.285714275306122,392088,0.006633714880324358,0,5100000000.0,2040,11,1.27499999968125,2075402,42355.14279663551,2279384368,38.56477627466368,0,29648600000000.0,11859440,7412.149998146962,53816,0.0009105098855347158,0
53,Without-pay,195391,Doctorate,16,Separated,Priv-house-serv,Unmarried,Black,Male,0,0,55,China,0.0,0,10355723,848,3.312499997929687,0,5300000000.0,0,5300000000.0,2915,-2,0.963636363461157,3126256,12211.937492367539,0,19539100000000.0,0,19539100000000.0,10746505,3552.5636357177154,0,1600000000.0,0
50,Without-pay,279734,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,30,Puerto-Rico,0.0,0,13986700,550,4.5454545413223135,0,5000000000.0,0,5000000000.0,1500,20,1.6666666661111111,3077074,25430.36361324512,0,27973400000000.0,0,27973400000000.0,8392020,9324.46666355851,0,1100000000.0,0
59,Federal-gov,207227,1st-4th,2,Married-spouse-absent,Protective-serv,Other-relative,Asian-Pac-Islander,Female,0,0,30,El-Salvador,0.0,0,12226393,118,29.4999998525,0,5900000000.0,0,5900000000.0,1770,29,1.966666666011111,414454,103613.49948193251,0,20722700000000.0,0,20722700000000.0,6216810,6907.566664364144,0,200000000.0,0
39,Federal-gov,395999,Doctorate,16,Married-AF-spouse,Armed-Forces,Other-relative,Asian-Pac-Islander,Female,0,1902,50,China,0.0,0,15443961,624,2.437499998476562,0,3900000000.0,74178,0.020504731861090933,1950,-11,0.779999999844,6335984,24749.93748453129,0,39599900000000.0,753190098,208.20136698102945,19799950,7919.979998416004,0,1600000000.0,1
53,State-gov,193272,Doctorate,16,Married-AF-spouse,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,0,0,30,England,0.0,0,10243416,848,3.312499997929687,0,5300000000.0,0,5300000000.0,1590,23,1.7666666660777777,3092352,12079.499992450312,0,19327200000000.0,0,19327200000000.0,5798160,6442.3999978525335,0,1600000000.0,0
19,Self-emp-not-inc,170410,Bachelors,13,Never-married,Transport-moving,Own-child,Other,Female,0,0,40,South,0.0,0,3237790,247,1.461538460414201,0,1900000000.0,0,1900000000.0,760,-21,0.47499999988124997,2215330,13108.461528378106,0,17041000000000.0,0,17041000000000.0,6816400,4260.249998934937,0,1300000000.0,0
